Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Cond,,Fraction,,Injection,,
ml,mAU,ml,mS/cm,ml,Fraction,ml,Injection,
25.895,83.61234,51.78,16.82166,,,,,
25.909,83.42043,51.81,16.81693,,,,,
25.924,83.24281,51.839,16.81156,,,,,
25.939,82.99592,51.868,16.80629,,,,,
25.953,82.74659,51.897,16.80179,,,,,
25.968,82.5181,51.927,16.79665,,,,,
25.983,82.2767,51.956,16.79063,,,,,
25.997,82.05629,51.985,16.78547,,,,,
26.012,81.8335,52.015,16.78002,,,,,
26.027,81.59737,52.044,16.77491,,,,,
26.041,81.44701,52.073,16.77008,,,,,
26.056,81.26925,52.102,16.76491,,,,,
26.071,81.0563,52.132,16.75961,,,,,
26.085,80.83996,52.161,16.75475,,,,,
26.1,80.64144,52.19,16.74875,,,,,
26.114,80.45887,52.22,16.74387,,,,,
26.129,80.28154,52.249,16.73918,,,,,
26.144,80.04544,52.278,16.73415,,,,,
26.158,79.77693,52.307,16.72862,,,,,
26.173,79.60413,52.337,16.72245,,,,,
26.188,79.43565,52.366,16.71605,,,,,
26.202,79.25382,52.395,16.71026,,,,,
26.217,79.07492,52.425,16.70542,,,,,
26.232,78.87395,52.454,16.70082,,,,,
26.246,78.67052,52.483,16.69621,,,,,
26.261,78.43976,52.512,16.6917,,,,,
26.275,78.24584,52.542,16.68677,,,,,
26.29,78.01668,52.571,16.68163,,,,,
26.305,77.77832,52.6,16.67648,,,,,
26.319,77.55326,52.63,16.67124,,,,,
26.334,77.33865,52.659,16.6658,,,,,
26.349,77.11831,52.688,16.66091,,,,,
26.363,76.88781,52.717,16.65525,,,,,
26.378,76.65554,52.747,16.64992,,,,,
26.393,76.48562,52.776,16.6446,,,,,
26.407,76.23622,52.805,16.63942,,,,,
26.422,76.04762,52.834,16.63442,,,,,
26.437,75.86663,52.864,16.6294,,,,,
26.451,75.66162,52.893,16.624,,,,,
26.466,75.47569,52.922,16.6174,,,,,
26.48,75.297,52.952,16.61165,,,,,
26.495,75.10291,52.981,16.60523,,,,,
26.51,74.93616,53.01,16.59911,,,,,
26.524,74.75321,53.039,16.59314,,,,,
26.539,74.53329,53.069,16.5874,,,,,
26.554,74.34967,53.098,16.58186,,,,,
26.568,74.1581,53.127,16.57631,,,,,
26.583,73.92054,53.157,16.5712,,,,,
26.598,73.74615,53.186,16.56607,,,,,
26.612,73.54712,53.215,16.56144,,,,,
26.627,73.31891,53.244,16.55628,,,,,
26.642,73.17929,53.274,16.55112,,,,,
26.656,72.98992,53.303,16.54654,,,,,
26.671,72.78484,53.332,16.54243,,,,,
26.685,72.61436,53.362,16.53809,,,,,
26.7,72.48277,53.391,16.53311,,,,,
26.715,72.34713,53.42,16.52843,,,,,
26.729,72.14075,53.449,16.52419,,,,,
26.744,71.94084,53.479,16.52014,,,,,
26.759,71.72257,53.508,16.51645,,,,,
26.773,71.55092,53.537,16.51282,,,,,
26.788,71.41119,53.567,16.50906,,,,,
26.803,71.26707,53.596,16.50521,,,,,
26.817,71.10678,53.625,16.50123,,,,,
26.832,70.94518,53.654,16.49722,,,,,
26.847,70.78098,53.684,16.49302,,,,,
26.861,70.62798,53.713,16.48941,,,,,
26.876,70.45995,53.742,16.48561,,,,,
26.89,70.26873,53.772,16.48138,,,,,
26.905,70.10464,53.801,16.47736,,,,,
26.92,69.97747,53.83,16.47373,,,,,
26.934,69.84777,53.859,16.46936,,,,,
26.949,69.675,53.889,16.46399,,,,,
26.964,69.47823,53.918,16.45922,,,,,
26.978,69.30657,53.947,16.45463,,,,,
26.993,69.24442,53.977,16.4507,,,,,
27.008,69.01006,54.006,16.44647,,,,,
27.022,68.87318,54.035,16.44215,,,,,
27.037,68.74831,54.064,16.43838,,,,,
27.052,68.5909,54.094,16.43501,,,,,
27.066,68.45541,54.123,16.4314,,,,,
27.081,68.33495,54.152,16.42677,,,,,
27.095,68.16742,54.182,16.42294,,,,,
27.11,68.04716,54.211,16.4193,,,,,
27.125,67.99592,54.24,16.41538,,,,,
27.139,67.85554,54.269,16.41094,,,,,
27.154,67.68983,54.299,16.40624,,,,,
27.169,67.54395,54.328,16.40178,,,,,
27.183,67.40837,54.357,16.39743,,,,,
27.198,67.26821,54.387,16.39322,,,,,
27.213,67.1207,54.416,16.38906,,,,,
27.227,66.92886,54.445,16.38436,,,,,
27.242,66.84686,54.474,16.38,,,,,
27.257,66.62205,54.504,16.37626,,,,,
27.271,66.41998,54.533,16.37256,,,,,
27.286,66.26424,54.562,16.36831,,,,,
27.3,66.12576,54.591,16.36382,,,,,
27.315,66.02055,54.621,16.36005,,,,,
27.33,65.90498,54.65,16.35657,,,,,
27.344,65.72608,54.679,16.35281,,,,,
27.359,65.57988,54.709,16.34852,,,,,
27.374,65.45587,54.738,16.34384,,,,,
27.388,65.29295,54.767,16.33899,,,,,
27.403,65.11109,54.796,16.33433,,,,,
27.418,64.9565,54.826,16.33025,,,,,
27.432,64.82343,54.855,16.32673,,,,,
27.447,64.644,54.884,16.32362,,,,,
27.461,64.52972,54.914,16.3203,,,,,
27.476,64.3724,54.943,16.31678,,,,,
27.491,64.22684,54.972,16.3135,,,,,
27.505,64.0789,55.001,16.31027,,,,,
27.52,63.90326,55.031,16.30669,,,,,
27.535,63.73389,55.06,16.30279,,,,,
27.549,63.60937,55.089,16.29856,,,,,
27.564,63.50296,55.119,16.295,,,,,
27.579,63.45881,55.148,16.29089,,,,,
27.593,63.26629,55.177,16.28719,,,,,
27.608,63.11663,55.206,16.28357,,,,,
27.623,62.97252,55.236,16.28001,,,,,
27.637,62.80125,55.265,16.27643,,,,,
27.652,62.64025,55.294,16.27283,,,,,
27.666,62.48857,55.324,16.27018,,,,,
27.681,62.2793,55.353,16.26803,,,,,
27.696,62.11881,55.382,16.26543,,,,,
27.71,61.92899,55.411,16.26224,,,,,
27.725,61.78128,55.441,16.25937,,,,,
27.74,61.70178,55.47,16.25675,,,,,
27.754,61.58681,55.499,16.25404,,,,,
27.769,61.43974,55.529,16.25103,,,,,
27.784,61.31436,55.558,16.2475,,,,,
27.798,61.20687,55.587,16.24418,,,,,
27.813,61.03943,55.616,16.24085,,,,,
27.828,60.88029,55.646,16.23718,,,,,
27.842,60.79597,55.675,16.23309,,,,,
27.857,60.67371,55.704,16.22902,,,,,
27.871,60.55705,55.734,16.22524,,,,,
27.886,60.43338,55.763,16.22157,,,,,
27.901,60.30198,55.792,16.21778,,,,,
27.915,60.18374,55.821,16.21419,,,,,
27.93,60.04832,55.851,16.21034,,,,,
27.945,59.84108,55.88,16.20714,,,,,
27.959,59.65315,55.909,16.20414,,,,,
27.974,59.54325,55.939,16.20126,,,,,
27.989,59.45731,55.968,16.19836,,,,,
28.003,59.35736,55.997,16.1951,,,,,
28.018,59.24678,56.026,16.1913,,,,,
28.033,59.12513,56.056,16.18779,,,,,
28.047,58.96433,56.085,16.18354,,,,,
28.062,58.86761,56.114,16.1804,,,,,
28.076,58.69104,56.144,16.17783,,,,,
28.091,58.61729,56.173,16.17564,,,,,
28.106,58.48532,56.202,16.17311,,,,,
28.12,58.34108,56.231,16.17018,,,,,
28.135,58.21844,56.261,16.16754,,,,,
28.15,58.11548,56.29,16.16482,,,,,
28.164,58.03621,56.319,16.16208,,,,,
28.179,57.95596,56.348,16.15892,,,,,
28.194,57.79863,56.378,16.15566,,,,,
28.208,57.70595,56.407,16.15258,,,,,
28.223,57.57428,56.436,16.14945,,,,,
28.238,57.49866,56.466,16.1464,,,,,
28.252,57.4185,56.495,16.1437,,,,,
28.267,57.29439,56.524,16.1408,,,,,
28.281,57.21352,56.553,16.13717,,,,,
28.296,57.17241,56.583,16.13447,,,,,
28.311,57.07933,56.612,16.13165,,,,,
28.325,56.97244,56.641,16.12812,,,,,
28.34,56.89262,56.671,16.12424,,,,,
28.355,56.85606,56.7,16.1205,,,,,
28.369,56.75662,56.729,16.11728,,,,,
28.384,56.60694,56.758,16.11473,,,,,
28.399,56.50523,56.788,16.11213,,,,,
28.413,56.37038,56.817,16.10957,,,,,
28.428,56.29918,56.846,16.10694,,,,,
28.443,56.2747,56.876,16.10377,,,,,
28.457,56.17413,56.905,16.10123,,,,,
28.472,56.05957,56.934,16.09919,,,,,
28.486,55.94157,56.963,16.09687,,,,,
28.501,55.86655,56.993,16.09443,,,,,
28.516,55.83352,57.022,16.09211,,,,,
28.53,55.71446,57.051,16.08938,,,,,
28.545,55.64554,57.081,16.08692,,,,,
28.56,55.62396,57.11,16.08436,,,,,
28.574,55.37416,57.139,16.08169,,,,,
28.589,55.23372,57.168,16.07891,,,,,
28.604,55.16016,57.198,16.07615,,,,,
28.618,55.05108,57.227,16.07355,,,,,
28.633,54.92334,57.256,16.07083,,,,,
28.648,54.86581,57.286,16.0675,,,,,
28.662,54.78064,57.315,16.0642,,,,,
28.677,54.69721,57.344,16.06025,,,,,
28.691,54.54185,57.373,16.05626,,,,,
28.706,54.43658,57.403,16.0526,,,,,
28.721,54.39415,57.432,16.04916,,,,,
28.735,54.34606,57.461,16.04572,,,,,
28.75,54.24936,57.491,16.04261,,,,,
28.765,54.15841,57.52,16.04013,,,,,
28.779,54.17665,57.549,16.03779,,,,,
28.794,54.1181,57.578,16.03511,,,,,
28.809,53.99693,57.608,16.03293,,,,,
28.823,53.86348,57.637,16.03064,,,,,
28.838,53.77762,57.666,16.02791,,,,,
28.852,53.71391,57.696,16.0249,,,,,
28.867,53.67542,57.725,16.02151,,,,,
28.882,53.68143,57.754,16.01834,,,,,
28.896,53.63797,57.783,16.01483,,,,,
28.911,53.52932,57.813,16.01169,,,,,
28.926,53.44118,57.842,16.00829,,,,,
28.94,53.40475,57.871,16.00498,,,,,
28.955,53.34667,57.9,16.0021,,,,,
28.97,53.29471,57.93,15.99968,,,,,
28.984,53.18252,57.959,15.99761,,,,,
28.999,52.96956,57.988,15.99553,,,,,
29.014,52.85101,58.018,15.99309,,,,,
29.028,52.83984,58.047,15.99179,,,,,
29.043,52.77053,58.076,15.99053,,,,,
29.057,52.71753,58.105,15.98949,,,,,
29.072,52.6799,58.135,15.98808,,,,,
29.087,52.61286,58.164,15.98587,,,,,
29.101,52.53543,58.193,15.98345,,,,,
29.116,52.45523,58.223,15.98166,,,,,
29.131,52.32406,58.252,15.97953,,,,,
29.145,52.30688,58.281,15.97767,,,,,
29.16,52.20538,58.31,15.97571,,,,,
29.175,52.12057,58.34,15.97373,,,,,
29.189,52.00634,58.369,15.97188,,,,,
29.204,51.92123,58.398,15.96998,,,,,
29.219,51.86567,58.428,15.96788,,,,,
29.233,51.8024,58.457,15.96611,,,,,
29.248,51.71792,58.486,15.96391,,,,,
29.262,51.62266,58.515,15.96134,,,,,
29.277,51.53661,58.545,15.9591,,,,,
29.292,51.4876,58.574,15.95699,,,,,
29.306,51.44918,58.603,15.95491,,,,,
29.321,51.37682,58.633,15.95292,,,,,
29.336,51.25429,58.662,15.95098,,,,,
29.35,51.15775,58.691,15.94869,,,,,
29.365,51.14964,58.72,15.9463,,,,,
29.38,51.06404,58.75,15.94352,,,,,
29.394,50.97865,58.779,15.94089,,,,,
29.409,50.97816,58.808,15.93859,,,,,
29.424,50.90203,58.838,15.9361,,,,,
29.438,50.86576,58.867,15.93364,,,,,
29.453,50.83186,58.896,15.93159,,,,,
29.467,50.79405,58.925,15.92954,,,,,
29.482,50.78979,58.955,15.92727,,,,,
29.497,50.76152,58.984,15.92562,,,,,
29.511,50.74425,59.013,15.92372,,,,,
29.526,50.69221,59.043,15.92056,,,,,
29.541,50.60061,59.072,15.91691,,,,,
29.555,50.51482,59.101,15.91388,,,,,
29.57,50.43439,59.13,15.91167,,,,,
29.585,50.37874,59.16,15.90951,,,,,
29.599,50.3377,59.189,15.90726,,,,,
29.614,50.23443,59.218,15.90412,,,,,
29.629,50.10092,59.248,15.90128,,,,,
29.643,50.04236,59.277,15.89828,,,,,
29.658,50.06488,59.306,15.89579,,,,,
29.672,50.00309,59.335,15.8934,,,,,
29.687,49.88578,59.365,15.89102,,,,,
29.702,49.77304,59.394,15.88902,,,,,
29.716,49.69209,59.423,15.88648,,,,,
29.731,49.64478,59.453,15.88441,,,,,
29.746,49.65475,59.482,15.88236,,,,,
29.76,49.68074,59.511,15.87992,,,,,
29.775,49.56993,59.54,15.87755,,,,,
29.79,49.47968,59.57,15.87538,,,,,
29.804,49.41587,59.599,15.87334,,,,,
29.819,49.43357,59.628,15.87143,,,,,
29.834,49.49517,59.657,15.86976,,,,,
29.848,49.46314,59.687,15.86777,,,,,
29.863,49.33324,59.716,15.86546,,,,,
29.877,49.2797,59.745,15.86311,,,,,
29.892,49.31769,59.775,15.86105,,,,,
29.907,49.26731,59.804,15.85929,,,,,
29.921,49.22812,59.833,15.85764,,,,,
29.936,49.22768,59.862,15.85616,,,,,
29.951,49.22641,59.892,15.85509,,,,,
29.965,49.16561,59.921,15.8534,,,,,
29.98,49.04511,59.95,15.8509,,,,,
29.995,49.10339,59.98,15.84835,,,,,
30.009,49.0232,60.009,15.846,,,,,
30.024,48.99812,60.038,15.84362,,,,,
30.038,48.93858,60.067,15.84103,,,,,
30.053,48.88697,60.097,15.8382,,,,,
30.068,48.84912,60.126,15.83538,,,,,
30.082,48.81982,60.155,15.8334,,,,,
30.097,48.82011,60.185,15.8308,,,,,
30.112,48.71609,60.214,15.82798,,,,,
30.126,48.74191,60.243,15.82512,,,,,
30.141,48.71364,60.272,15.82254,,,,,
30.156,48.69468,60.302,15.82053,,,,,
30.17,48.67116,60.331,15.81908,,,,,
30.185,48.62811,60.36,15.81777,,,,,
30.2,48.57061,60.39,15.81606,,,,,
30.214,48.51878,60.419,15.81379,,,,,
30.229,48.49572,60.448,15.81164,,,,,
30.243,48.51574,60.477,15.80949,,,,,
30.258,48.46181,60.507,15.80729,,,,,
30.273,48.39464,60.536,15.80534,,,,,
30.287,48.347,60.565,15.80341,,,,,
30.302,48.30117,60.595,15.80112,,,,,
30.317,48.20143,60.624,15.79885,,,,,
30.331,48.0387,60.653,15.79696,,,,,
30.346,47.94741,60.682,15.79599,,,,,
30.361,47.92964,60.712,15.79475,,,,,
30.375,47.86365,60.741,15.79336,,,,,
30.39,47.85141,60.77,15.79188,,,,,
30.405,47.80071,60.8,15.79043,,,,,
30.419,47.76522,60.829,15.78912,,,,,
30.434,47.72952,60.858,15.78783,,,,,
30.448,47.67218,60.887,15.78557,,,,,
30.463,47.73014,60.917,15.7831,,,,,
30.478,47.73609,60.946,15.7812,,,,,
30.492,47.66153,60.975,15.77878,,,,,
30.507,47.62619,61.005,15.77612,,,,,
30.522,47.6246,61.034,15.77374,,,,,
30.536,47.6492,61.063,15.77153,,,,,
30.551,47.65054,61.092,15.76898,,,,,
30.566,47.5871,61.122,15.767,,,,,
30.58,47.48048,61.151,15.76573,,,,,
30.595,47.36857,61.18,15.7641,,,,,
30.61,47.40286,61.21,15.76247,,,,,
30.624,47.33138,61.239,15.76071,,,,,
30.639,47.23922,61.268,15.75929,,,,,
30.653,47.15823,61.297,15.75822,,,,,
30.668,47.07276,61.327,15.75687,,,,,
30.683,47.01964,61.356,15.75527,,,,,
30.697,47.06045,61.385,15.75315,,,,,
30.712,47.04524,61.414,15.75144,,,,,
30.727,46.87268,61.444,15.7495,,,,,
30.741,46.76208,61.473,15.74779,,,,,
30.756,46.71997,61.502,15.74621,,,,,
30.771,46.66053,61.532,15.74443,,,,,
30.785,46.6021,61.561,15.74249,,,,,
30.8,46.57941,61.59,15.74091,,,,,
30.815,46.55109,61.619,15.739,,,,,
30.829,46.43702,61.649,15.73705,,,,,
30.844,46.44262,61.678,15.73567,,,,,
30.858,46.35779,61.707,15.73396,,,,,
30.873,46.35543,61.737,15.7321,,,,,
30.888,46.30574,61.766,15.73003,,,,,
30.902,46.24724,61.795,15.72767,,,,,
30.917,46.2169,61.824,15.72546,,,,,
30.932,46.18687,61.854,15.72325,,,,,
30.946,46.14148,61.883,15.72248,,,,,
30.961,45.98377,61.912,15.72121,,,,,
30.976,45.9535,61.942,15.71936,,,,,
30.99,45.92451,61.971,15.71769,,,,,
31.005,45.91149,62,15.71634,,,,,
31.02,45.87244,62.029,15.71496,,,,,
31.034,45.84369,62.059,15.71328,,,,,
31.049,45.86293,62.088,15.71124,,,,,
31.063,45.85152,62.117,15.7102,,,,,
31.078,45.78346,62.147,15.70889,,,,,
31.093,45.7549,62.176,15.70782,,,,,
31.107,45.68643,62.205,15.70673,,,,,
31.122,45.65042,62.234,15.70565,,,,,
31.137,45.61588,62.264,15.70468,,,,,
31.151,45.58667,62.293,15.70364,,,,,
31.166,45.57853,62.322,15.70223,,,,,
31.181,45.57847,62.352,15.70057,,,,,
31.195,45.60115,62.381,15.69874,,,,,
31.21,45.56788,62.41,15.69651,,,,,
31.224,45.46402,62.439,15.69419,,,,,
31.239,45.45908,62.469,15.69178,,,,,
31.254,45.43975,62.498,15.68939,,,,,
31.268,45.38812,62.527,15.68714,,,,,
31.283,45.33241,62.557,15.68508,,,,,
31.298,45.27512,62.586,15.68447,,,,,
31.312,45.24271,62.615,15.68324,,,,,
31.327,45.17752,62.644,15.68158,,,,,
31.342,45.15785,62.674,15.67931,,,,,
31.356,45.16584,62.703,15.67722,,,,,
31.371,45.10348,62.732,15.67538,,,,,
31.386,45.07601,62.762,15.67354,,,,,
31.4,45.12055,62.791,15.67208,,,,,
31.415,45.14591,62.82,15.67011,,,,,
31.429,45.10617,62.849,15.66873,,,,,
31.444,44.99435,62.879,15.66742,,,,,
31.459,45.04465,62.908,15.66698,,,,,
31.473,45.04179,62.937,15.66636,,,,,
31.488,45.0213,62.966,15.66552,,,,,
31.503,45.00003,62.996,15.6648,,,,,
31.517,44.9579,63.025,15.66382,,,,,
31.532,44.8834,63.054,15.66226,,,,,
31.547,44.81577,63.084,15.65993,,,,,
31.561,44.79274,63.113,15.65678,,,,,
31.576,44.81145,63.142,15.65411,,,,,
31.591,44.74014,63.171,15.65168,,,,,
31.605,44.65181,63.201,15.64958,,,,,
31.62,44.60292,63.23,15.64781,,,,,
31.634,44.59739,63.259,15.64625,,,,,
31.649,44.57814,63.289,15.64545,,,,,
31.664,44.48273,63.318,15.64396,,,,,
31.678,44.37407,63.347,15.64149,,,,,
31.693,44.38551,63.376,15.63972,,,,,
31.708,44.38264,63.406,15.6381,,,,,
31.722,44.319,63.435,15.63631,,,,,
31.737,44.29734,63.464,15.63441,,,,,
31.752,44.30871,63.494,15.63263,,,,,
31.766,44.29735,63.523,15.63112,,,,,
31.781,44.26435,63.552,15.6293,,,,,
31.796,44.26986,63.581,15.62814,,,,,
31.81,44.25516,63.611,15.62663,,,,,
31.825,44.19568,63.64,15.62486,,,,,
31.839,44.15834,63.669,15.62318,,,,,
31.854,44.16702,63.699,15.62148,,,,,
31.869,44.14876,63.728,15.61976,,,,,
31.883,44.04643,63.757,15.61868,,,,,
31.898,43.91011,63.786,15.61755,,,,,
31.913,43.87403,63.816,15.6157,,,,,
31.927,43.85525,63.845,15.61415,,,,,
31.942,43.91333,63.874,15.61321,,,,,
31.957,43.86453,63.904,15.61189,,,,,
31.971,43.82716,63.933,15.61039,,,,,
31.986,43.80515,63.962,15.60951,,,,,
32.001,43.78451,63.991,15.60928,,,,,
32.015,43.74686,64.021,15.60925,,,,,
32.03,43.66537,64.05,15.60894,,,,,
32.044,43.71617,64.079,15.60838,,,,,
32.059,43.71631,64.109,15.60674,,,,,
32.074,43.68754,64.138,15.60496,,,,,
32.088,43.69524,64.167,15.6032,,,,,
32.103,43.68098,64.196,15.60141,,,,,
32.118,43.61075,64.226,15.59996,,,,,
32.132,43.53711,64.255,15.5988,,,,,
32.147,43.54711,64.284,15.59733,,,,,
32.162,43.60045,64.314,15.59619,,,,,
32.176,43.49879,64.343,15.59478,,,,,
32.191,43.45815,64.372,15.59317,,,,,
32.206,43.43215,64.401,15.59173,,,,,
32.22,43.3743,64.431,15.59035,,,,,
32.235,43.281,64.46,15.5889,,,,,
32.249,43.19777,64.489,15.58828,,,,,
32.264,43.18267,64.519,15.58704,,,,,
32.279,43.23761,64.548,15.58596,,,,,
32.293,43.26864,64.577,15.58401,,,,,
32.308,43.24081,64.606,15.58241,,,,,
32.323,43.14319,64.636,15.58142,,,,,
32.337,43.0822,64.665,15.58028,,,,,
32.352,43.09032,64.694,15.57856,,,,,
32.367,43.12357,64.723,15.57714,,,,,
32.381,43.13585,64.753,15.57544,,,,,
32.396,43.15042,64.782,15.57318,,,,,
32.411,43.15367,64.811,15.57194,,,,,
32.425,43.10237,64.841,15.57082,,,,,
32.44,43.09028,64.87,15.56954,,,,,
32.454,43.03191,64.899,15.56847,,,,,
32.469,42.96447,64.928,15.56774,,,,,
32.484,42.96155,64.958,15.56678,,,,,
32.498,43.03334,64.987,15.56594,,,,,
32.513,43.08403,65.016,15.56415,,,,,
32.528,42.989,65.046,15.56267,,,,,
32.542,42.92906,65.075,15.56096,,,,,
32.557,42.96222,65.104,15.55937,,,,,
32.572,42.95734,65.133,15.55858,,,,,
32.586,42.89145,65.163,15.55835,,,,,
32.601,42.86488,65.192,15.55771,,,,,
32.615,42.90716,65.221,15.557,,,,,
32.63,42.88948,65.251,15.55545,,,,,
32.645,42.82625,65.28,15.55425,,,,,
32.659,42.85364,65.309,15.55363,,,,,
32.674,42.82446,65.338,15.55208,,,,,
32.689,42.80415,65.368,15.55044,,,,,
32.703,42.76706,65.397,15.54923,,,,,
32.718,42.76371,65.426,15.54784,,,,,
32.733,42.80331,65.456,15.54656,,,,,
32.747,42.80475,65.485,15.54418,,,,,
32.762,42.76348,65.514,15.54218,,,,,
32.777,42.67487,65.543,15.54061,,,,,
32.791,42.72211,65.573,15.53866,,,,,
32.806,42.71574,65.602,15.53679,,,,,
32.82,42.69332,65.631,15.53514,,,,,
32.835,42.66107,65.661,15.53359,,,,,
32.85,42.63345,65.69,15.53264,,,,,
32.864,42.61881,65.719,15.53112,,,,,
32.879,42.53897,65.748,15.52925,,,,,
32.894,42.47044,65.778,15.52695,,,,,
32.908,42.40801,65.807,15.52514,,,,,
32.923,42.35461,65.836,15.52372,,,,,
32.938,42.38696,65.866,15.52258,,,,,
32.952,42.38002,65.895,15.52166,,,,,
32.967,42.30204,65.924,15.52069,,,,,
32.982,42.23815,65.953,15.51939,,,,,
32.996,42.22078,65.983,15.51796,,,,,
33.011,42.27499,66.012,15.51621,,,,,
33.025,42.06122,66.041,15.51399,,,,,
33.04,42.03357,66.071,15.51207,,,,,
33.055,41.98151,66.1,15.51032,,,,,
33.069,41.99046,66.129,15.5084,,,,,
33.084,42.03664,66.158,15.50655,,,,,
33.099,42.01446,66.188,15.50501,,,,,
33.113,41.92182,66.217,15.50293,,,,,
33.128,41.83001,66.246,15.50066,,,,,
33.143,41.88914,66.276,15.49817,,,,,
33.157,41.96769,66.305,15.49627,,,,,
33.172,42.05967,66.334,15.49467,,,,,
33.187,42.04711,66.363,15.49306,,,,,
33.201,41.96588,66.393,15.49145,,,,,
33.216,41.90271,66.422,15.48937,,,,,
33.23,41.85756,66.451,15.48755,,,,,
33.245,41.77387,66.48,15.48569,,,,,
33.26,41.82696,66.51,15.48386,,,,,
33.274,41.86202,66.539,15.48309,,,,,
33.289,41.89788,66.568,15.48291,,,,,
33.304,41.88002,66.598,15.48273,,,,,
33.318,41.82928,66.627,15.48253,,,,,
33.333,41.77924,66.656,15.48244,,,,,
33.348,41.76143,66.685,15.48166,,,,,
33.362,41.84089,66.715,15.48079,,,,,
33.377,41.83485,66.744,15.47956,,,,,
33.392,41.83145,66.773,15.47818,,,,,
33.406,41.68348,66.803,15.47696,,,,,
33.421,41.6194,66.832,15.47579,,,,,
33.435,41.59797,66.861,15.47447,,,,,
33.45,41.5485,66.89,15.47308,,,,,
33.465,41.49615,66.92,15.47141,,,,,
33.479,41.49102,66.949,15.46987,,,,,
33.494,41.47458,66.978,15.46929,,,,,
33.509,41.56206,67.008,15.46926,,,,,
33.523,41.54178,67.037,15.46884,,,,,
33.538,41.55237,67.066,15.4676,,,,,
33.553,41.54999,67.095,15.46602,,,,,
33.567,41.53448,67.125,15.46479,,,,,
33.582,41.54984,67.154,15.46309,,,,,
33.597,41.58311,67.183,15.46169,,,,,
33.611,41.57712,67.213,15.4597,,,,,
33.626,41.54308,67.242,15.45782,,,,,
33.64,41.53024,67.271,15.45633,,,,,
33.655,41.53788,67.3,15.45489,,,,,
33.67,41.51814,67.33,15.45336,,,,,
33.684,41.49332,67.359,15.45209,,,,,
33.699,41.49536,67.388,15.45115,,,,,
33.714,41.50008,67.418,15.44964,,,,,
33.728,41.47251,67.447,15.44764,,,,,
33.743,41.47364,67.476,15.44608,,,,,
33.758,41.45359,67.505,15.44474,,,,,
33.772,41.4438,67.535,15.44351,,,,,
33.787,41.45797,67.564,15.44219,,,,,
33.801,41.46094,67.593,15.44061,,,,,
33.816,41.43198,67.623,15.43887,,,,,
33.831,41.39113,67.652,15.43694,,,,,
33.845,41.3683,67.681,15.43577,,,,,
33.86,41.46712,67.71,15.43431,,,,,
33.875,41.47423,67.74,15.43277,,,,,
33.889,41.48988,67.769,15.43115,,,,,
33.904,41.41636,67.798,15.42948,,,,,
33.919,41.32104,67.828,15.42818,,,,,
33.933,41.30051,67.857,15.42765,,,,,
33.948,41.34264,,,,,,,
33.963,41.31549,,,,,,,
33.977,41.17355,,,,,,,
33.992,41.10236,,,,,,,
34.006,41.02585,,,,,,,
34.021,40.99898,,,,,,,
34.036,40.98389,,,,,,,
34.05,40.96751,,,,,,,
34.065,40.95192,,,,,,,
34.08,40.91243,,,,,,,
34.094,40.86805,,,,,,,
34.109,40.86724,,,,,,,
34.124,40.86209,,,,,,,
34.138,40.82811,,,,,,,
34.153,40.76826,,,,,,,
34.168,40.70731,,,,,,,
34.182,40.65316,,,,,,,
34.197,40.59763,,,,,,,
34.211,40.5815,,,,,,,
34.226,40.49419,,,,,,,
34.241,40.59204,,,,,,,
34.255,40.61864,,,,,,,
34.27,40.58052,,,,,,,
34.285,40.56458,,,,,,,
34.299,40.58424,,,,,,,
34.314,40.56935,,,,,,,
34.329,40.50133,,,,,,,
34.343,40.45113,,,,,,,
34.358,40.39899,,,,,,,
34.373,40.3805,,,,,,,
34.387,40.35849,,,,,,,
34.402,40.32693,,,,,,,
34.416,40.26857,,,,,,,
34.431,40.18787,,,,,,,
34.446,40.15876,,,,,,,
34.46,40.12581,,,,,,,
34.475,40.07454,,,,,,,
34.49,40.08395,,,,,,,
34.504,40.08929,,,,,,,
34.519,40.07364,,,,,,,
34.534,40.05623,,,,,,,
34.548,40.06008,,,,,,,
34.563,40.07134,,,,,,,
34.578,39.99494,,,,,,,
34.592,39.89291,,,,,,,
34.607,39.84829,,,,,,,
34.621,39.82477,,,,,,,
34.636,39.8318,,,,,,,
34.651,39.83451,,,,,,,
34.665,39.79171,,,,,,,
34.68,39.72436,,,,,,,
34.695,39.72303,,,,,,,
34.709,39.67295,,,,,,,
34.724,39.59091,,,,,,,
34.739,39.60752,,,,,,,
34.753,39.66389,,,,,,,
34.768,39.6615,,,,,,,
34.783,39.60517,,,,,,,
34.797,39.59285,,,,,,,
34.812,39.64095,,,,,,,
34.826,39.60564,,,,,,,
34.841,39.65199,,,,,,,
34.856,39.67768,,,,,,,
34.87,39.65767,,,,,,,
34.885,39.67113,,,,,,,
34.9,39.74416,,,,,,,
34.914,39.80732,,,,,,,
34.929,39.78232,,,,,,,
34.944,39.67051,,,,,,,
34.958,39.60347,,,,,,,
34.973,39.64705,,,,,,,
34.987,39.69186,,,,,,,
35.002,39.69693,,,,,,,
35.017,39.67887,,,,,,,
35.031,39.64352,,,,,,,
35.046,39.57011,,,,,,,
35.061,39.59226,,,,,,,
35.075,39.54241,,,,,,,
35.09,39.47941,,,,,,,
