Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Conc B,,Fraction,,Injection,,
ml,mAU,ml,%,ml,Fraction,ml,Injection,
3.1,63.58184,15.489,0,,,,,
3.105,63.60107,15.512,0,,,,,
3.11,63.60824,15.536,0,,,,,
3.114,63.61854,15.559,0,,,,,
3.119,63.62914,15.582,0,,,,,
3.124,63.64831,15.606,0,,,,,
3.128,63.65614,15.629,0,,,,,
3.133,63.66664,15.653,0,,,,,
3.138,63.67012,15.676,0,,,,,
3.142,63.68414,15.699,0,,,,,
3.147,63.70593,15.723,0,,,,,
3.152,63.70998,15.746,0,,,,,
3.156,63.72362,15.769,0,,,,,
3.161,63.7366,15.793,0,,,,,
3.166,63.7449,15.816,0,,,,,
3.17,63.75366,15.84,0,,,,,
3.175,63.76678,15.863,0,,,,,
3.18,63.7836,15.886,0,,,,,
3.184,63.796,15.91,0,,,,,
3.189,63.80901,15.933,0,,,,,
3.194,63.83239,15.956,0,,,,,
3.198,63.84615,15.98,0,,,,,
3.203,63.85803,16.003,0,,,,,
3.208,63.87381,16.027,0,,,,,
3.213,63.88685,16.05,0,,,,,
3.217,63.90189,16.073,0,,,,,
3.222,63.91094,16.097,0,,,,,
3.227,63.93282,16.12,0,,,,,
3.231,63.95471,16.144,0,,,,,
3.236,63.97732,16.167,0,,,,,
3.241,63.99458,16.19,0,,,,,
3.245,63.9966,16.214,0,,,,,
3.25,64.01408,16.237,0,,,,,
3.255,64.03885,16.26,0,,,,,
3.259,64.04793,16.284,0,,,,,
3.264,64.06997,16.307,0,,,,,
3.269,64.09613,16.331,0,,,,,
3.273,64.11429,16.354,0,,,,,
3.278,64.12058,16.377,0,,,,,
3.283,64.13198,16.401,0,,,,,
3.287,64.15852,16.424,0,,,,,
3.292,64.17932,16.448,0,,,,,
3.297,64.20067,16.471,0,,,,,
3.301,64.22176,16.494,0,,,,,
3.306,64.23795,16.518,0,,,,,
3.311,64.26212,16.541,0,,,,,
3.315,64.28234,16.564,0,,,,,
3.32,64.29822,16.588,0,,,,,
3.325,64.31669,16.611,0,,,,,
3.329,64.32834,16.635,0,,,,,
3.334,64.34044,16.658,0,,,,,
3.339,64.35686,16.681,0,,,,,
3.343,64.37481,16.705,0,,,,,
3.348,64.39297,16.728,0,,,,,
3.353,64.4066,16.751,0,,,,,
3.357,64.41939,16.775,0,,,,,
3.362,64.43434,16.798,0,,,,,
3.367,64.44747,16.822,0,,,,,
3.372,64.4615,16.845,0,,,,,
3.376,64.49412,16.868,0,,,,,
3.381,64.51765,16.892,0,,,,,
3.386,64.53189,16.915,0,,,,,
3.39,64.54168,16.939,0,,,,,
3.395,64.55713,16.962,0,,,,,
3.4,64.57316,16.985,0,,,,,
3.404,64.59708,17.009,0,,,,,
3.409,64.61331,17.032,0,,,,,
3.414,64.62675,17.055,0,,,,,
3.418,64.66211,17.079,0,,,,,
3.423,64.67895,17.102,0,,,,,
3.428,64.70303,17.126,0,,,,,
3.432,64.72752,17.149,0,,,,,
3.437,64.75046,17.172,0,,,,,
3.442,64.78489,17.196,0,,,,,
3.446,64.82148,17.219,0,,,,,
3.451,64.8446,17.243,0,,,,,
3.456,64.87608,17.266,0,,,,,
3.46,64.9056,17.289,0,,,,,
3.465,64.9377,17.313,0,,,,,
3.47,64.96812,17.336,0,,,,,
3.474,64.98921,17.359,0,,,,,
3.479,65.00819,17.383,0,,,,,
3.484,65.04455,17.406,0,,,,,
3.488,65.07983,17.43,0,,,,,
3.493,65.1189,17.453,0,,,,,
3.498,65.15115,17.476,0,,,,,
3.502,65.18706,17.5,0,,,,,
3.507,65.2164,17.523,0,,,,,
3.512,65.25694,17.546,0,,,,,
3.516,65.28445,17.57,0,,,,,
3.521,65.31442,17.593,0,,,,,
3.526,65.34441,17.617,0,,,,,
3.531,65.3811,17.64,0,,,,,
3.535,65.41711,17.663,0,,,,,
3.54,65.44916,17.687,0,,,,,
3.545,65.48082,17.71,0,,,,,
3.549,65.50826,17.734,0,,,,,
3.554,65.5312,17.757,0,,,,,
3.559,65.56618,17.78,0,,,,,
3.563,65.60068,17.804,0,,,,,
3.568,65.64034,17.827,0,,,,,
3.573,65.68058,17.85,0,,,,,
3.577,65.72182,17.874,0,,,,,
3.582,65.75655,17.897,0,,,,,
3.587,65.79106,17.921,0,,,,,
3.591,65.82387,17.944,0,,,,,
3.596,65.86288,17.967,0,,,,,
3.601,65.90827,17.991,0,,,,,
3.605,65.95316,18.014,0,,,,,
3.61,65.99196,18.038,0,,,,,
3.615,66.03495,18.061,0,,,,,
3.619,66.08307,18.084,0,,,,,
3.624,66.13387,18.108,0,,,,,
3.629,66.18273,18.131,0,,,,,
3.633,66.22907,18.154,0,,,,,
3.638,66.28072,18.178,0,,,,,
3.643,66.32922,18.201,0,,,,,
3.647,66.3834,18.225,0,,,,,
3.652,66.44499,18.248,0,,,,,
3.657,66.50025,18.271,0,,,,,
3.661,66.54958,18.295,0,,,,,
3.666,66.60738,18.318,0,,,,,
3.671,66.65972,18.341,0,,,,,
3.675,66.71582,18.365,0,,,,,
3.68,66.7739,18.388,0,,,,,
3.685,66.83299,18.412,0,,,,,
3.69,66.89354,18.435,0,,,,,
3.694,66.95699,18.458,0,,,,,
3.699,67.00647,18.482,0,,,,,
3.704,67.05892,18.505,0,,,,,
3.708,67.11498,18.529,0,,,,,
3.713,67.17346,18.552,0,,,,,
3.718,67.2369,18.575,0,,,,,
3.722,67.29552,18.599,0,,,,,
3.727,67.36046,18.622,0,,,,,
3.732,67.42332,18.645,0,,,,,
3.736,67.48393,18.669,0,,,,,
3.741,67.55,18.692,0,,,,,
3.746,67.62128,18.716,0,,,,,
3.75,67.67918,18.739,0,,,,,
3.755,67.75714,18.762,0,,,,,
3.76,67.83308,18.786,0,,,,,
3.764,67.90086,18.809,0,,,,,
3.769,67.97069,18.833,0,,,,,
3.774,68.03335,18.856,0,,,,,
3.778,68.11221,18.879,0,,,,,
3.783,68.18938,18.903,0,,,,,
3.788,68.26661,18.926,0,,,,,
3.792,68.3451,18.949,0,,,,,
3.797,68.42226,18.973,0,,,,,
3.802,68.50911,18.996,0,,,,,
3.806,68.58478,19.02,0,,,,,
3.811,68.68076,19.043,0,,,,,
3.816,68.76295,19.066,0,,,,,
3.82,68.85117,19.09,0,,,,,
3.825,68.94022,19.113,0,,,,,
3.83,69.02719,19.136,0,,,,,
3.834,69.1266,19.16,0,,,,,
3.839,69.20691,19.183,0,,,,,
3.844,69.2916,19.207,0,,,,,
3.849,69.38504,19.23,0,,,,,
3.853,69.4873,19.253,0,,,,,
3.858,69.57703,19.277,0,,,,,
3.863,69.67912,19.3,0,,,,,
3.867,69.77694,19.324,0,,,,,
3.872,69.86983,19.347,0,,,,,
3.877,69.9713,19.37,0,,,,,
3.881,70.07684,19.394,0,,,,,
3.886,70.1846,19.417,0,,,,,
3.891,70.28709,19.44,0,,,,,
3.895,70.39591,19.464,0,,,,,
3.9,70.50941,19.487,0,,,,,
3.905,70.62675,19.511,0,,,,,
3.909,70.74334,19.534,0,,,,,
3.914,70.86415,19.557,0,,,,,
3.919,70.98992,19.581,0,,,,,
3.923,71.10265,19.604,0,,,,,
3.928,71.21818,19.628,0,,,,,
3.933,71.34245,19.651,0,,,,,
3.937,71.47816,19.674,0,,,,,
3.942,71.61345,19.698,0,,,,,
3.947,71.75117,19.721,0,,,,,
3.951,71.87761,19.744,0,,,,,
3.956,72.01492,19.768,0,,,,,
3.961,72.15827,19.791,0,,,,,
3.965,72.30148,19.815,0,,,,,
3.97,72.46207,19.838,0,,,,,
3.975,72.62473,19.861,0,,,,,
3.979,72.77997,19.885,0,,,,,
3.984,72.92757,19.908,0,,,,,
3.989,73.08064,19.932,0,,,,,
3.993,73.23766,19.955,0,,,,,
3.998,73.39421,19.978,0,,,,,
4.003,73.55891,20.002,0,,,,,
4.007,73.72465,20.025,0,,,,,
4.012,73.89579,20.048,0,,,,,
4.017,74.06961,20.072,0,,,,,
4.022,74.24598,20.095,0,,,,,
4.026,74.44452,20.119,0,,,,,
4.031,74.63676,20.142,0,,,,,
4.036,74.82642,20.165,0,,,,,
4.04,75.02268,20.189,0,,,,,
4.045,75.22122,20.212,0,,,,,
4.05,75.42401,20.235,0,,,,,
4.054,75.63297,20.259,0,,,,,
4.059,75.83521,20.282,0,,,,,
4.064,76.04529,20.306,0,,,,,
4.068,76.2644,20.329,0,,,,,
4.073,76.48875,20.352,0,,,,,
4.078,76.71191,20.376,0,,,,,
4.082,76.94632,20.399,0,,,,,
4.087,77.19816,20.423,0,,,,,
4.092,77.44294,20.446,0,,,,,
4.096,77.69855,20.469,0,,,,,
4.101,77.96178,20.493,0,,,,,
4.106,78.22632,20.516,0,,,,,
4.11,78.49593,20.539,0,,,,,
4.115,78.76054,20.563,0,,,,,
4.12,79.04072,20.586,0,,,,,
4.124,79.32504,20.61,0,,,,,
4.129,79.61754,20.633,0,,,,,
4.134,79.9193,20.656,0,,,,,
4.138,80.2318,20.68,0,,,,,
4.143,80.55643,20.703,0,,,,,
4.148,80.88095,20.727,0,,,,,
4.152,81.21304,20.75,0,,,,,
4.157,81.56072,20.773,0,,,,,
4.162,81.92188,20.797,0,,,,,
4.166,82.28133,20.82,0,,,,,
4.171,82.6413,20.843,0,,,,,
4.176,83.01291,20.867,0,,,,,
4.181,83.39513,20.89,0,,,,,
4.185,83.77685,20.914,0,,,,,
4.19,84.16824,20.937,0,,,,,
4.195,84.58001,20.96,0,,,,,
4.199,85.00693,20.984,0,,,,,
4.204,85.43925,21.007,0,,,,,
4.209,85.88715,21.03,0,,,,,
4.213,86.34196,21.054,0,,,,,
4.218,86.82216,21.077,0,,,,,
4.223,87.29269,21.101,0,,,,,
4.227,87.78487,21.124,0,,,,,
4.232,88.29263,21.147,0,,,,,
4.237,88.81308,21.171,0,,,,,
4.241,89.33986,21.194,0,,,,,
4.246,89.88004,21.218,0,,,,,
4.251,90.44386,21.241,0,,,,,
4.255,91.02314,21.264,0,,,,,
4.26,91.61547,21.288,0,,,,,
4.265,92.2271,21.311,0,,,,,
4.269,92.85531,21.334,0,,,,,
4.274,93.50673,21.358,0,,,,,
4.279,94.17128,21.381,0,,,,,
4.283,94.8606,21.405,0,,,,,
4.288,95.57533,21.428,0,,,,,
4.293,96.29816,21.451,0,,,,,
4.297,97.02625,21.475,0,,,,,
4.302,97.78509,21.498,0,,,,,
4.307,98.58289,21.522,0,,,,,
4.311,99.39576,21.545,0,,,,,
4.316,100.2338,21.568,0,,,,,
4.321,101.1027,21.592,0,,,,,
4.325,102.0061,21.615,0,,,,,
4.33,102.9118,21.638,0,,,,,
4.335,103.8442,21.662,0,,,,,
4.34,104.8183,21.685,0,,,,,
4.344,105.8279,21.709,0,,,,,
4.349,106.8605,21.732,0,,,,,
4.354,107.9123,21.755,0,,,,,
4.358,108.9943,21.779,0,,,,,
4.363,110.1123,21.802,0,,,,,
4.368,111.267,21.825,0,,,,,
4.372,112.4507,21.849,0,,,,,
4.377,113.6811,21.872,0,,,,,
4.382,114.9566,21.896,0,,,,,
4.386,116.269,21.919,0,,,,,
4.391,117.6311,21.942,0,,,,,
4.396,119.0434,21.966,0,,,,,
4.4,120.499,21.989,0,,,,,
4.405,121.985,22.013,0,,,,,
4.41,123.4971,22.036,0,,,,,
4.414,125.0701,22.059,0,,,,,
4.419,126.6778,22.083,0,,,,,
4.424,128.3336,22.106,0,,,,,
4.428,130.0242,22.129,0,,,,,
4.433,131.7887,22.153,0,,,,,
4.438,133.5886,22.176,0,,,,,
4.442,135.4654,22.2,0,,,,,
4.447,137.4071,22.223,0,,,,,
4.452,139.3931,22.246,0,,,,,
4.456,141.4412,22.27,0,,,,,
4.461,143.5839,22.293,0,,,,,
4.466,145.7663,22.317,0,,,,,
4.47,148.0027,22.34,0,,,,,
4.475,150.3041,22.363,0,,,,,
4.48,152.666,22.387,0,,,,,
4.484,155.0976,22.41,0,,,,,
4.489,157.5701,22.433,0,,,,,
4.494,160.0934,22.457,0,,,,,
4.499,162.7204,22.48,0,,,,,
4.503,165.4102,22.504,0,,,,,
4.508,168.1468,22.527,0,,,,,
4.513,170.9844,22.55,0,,,,,
4.517,173.8843,22.574,0,,,,,
4.522,176.8561,22.597,0,,,,,
4.527,179.9393,22.62,0,,,,,
4.531,183.0435,22.644,0,,,,,
4.536,186.2239,22.667,0,,,,,
4.541,189.499,22.691,0,,,,,
4.545,192.8711,22.714,0,,,,,
4.55,196.2913,22.737,0,,,,,
4.555,199.7685,22.761,0,,,,,
4.559,203.3104,22.784,0,,,,,
4.564,206.9088,22.808,0,,,,,
4.569,210.6118,22.831,0,,,,,
4.573,214.3601,22.854,0,,,,,
4.578,218.2104,22.878,0,,,,,
4.583,222.1005,22.901,0,,,,,
4.587,226.1037,22.924,0,,,,,
4.592,230.1953,22.948,0,,,,,
4.597,234.317,22.971,0,,,,,
4.601,238.5468,22.995,0,,,,,
4.606,242.7666,23.018,0,,,,,
4.611,247.1943,23.041,0,,,,,
4.615,251.6446,23.065,0,,,,,
4.62,256.1214,23.088,0,,,,,
4.625,260.7199,23.112,0,,,,,
4.629,265.3343,23.135,0,,,,,
4.634,270.0798,23.158,0,,,,,
4.639,274.8768,23.182,0,,,,,
4.643,279.7531,23.205,0,,,,,
4.648,284.6174,23.228,0,,,,,
4.653,289.5886,23.252,0,,,,,
4.658,294.6395,23.275,0,,,,,
4.662,299.7798,23.299,0,,,,,
4.667,304.9714,23.322,0,,,,,
4.672,310.1584,23.345,0,,,,,
4.676,315.4174,23.369,0,,,,,
4.681,320.812,23.392,0,,,,,
4.686,326.1964,23.415,0,,,,,
4.69,331.7462,23.439,0,,,,,
4.695,337.2572,23.462,0,,,,,
4.7,342.8519,23.486,0,,,,,
4.704,348.5008,23.509,0,,,,,
4.709,354.2427,23.532,0,,,,,
4.714,360.0294,23.556,0,,,,,
4.718,365.8738,23.579,0,,,,,
4.723,371.7832,23.603,0,,,,,
4.728,377.7783,23.626,0,,,,,
4.732,383.7848,23.649,0,,,,,
4.737,389.8826,23.673,0,,,,,
4.742,396.0336,23.696,0,,,,,
4.746,402.2256,23.719,0,,,,,
4.751,408.4731,23.743,0,,,,,
4.756,414.7522,23.766,0,,,,,
4.76,421.0987,23.79,0,,,,,
4.765,427.4848,23.813,0,,,,,
4.77,433.9053,23.836,0,,,,,
4.774,440.4232,23.86,0,,,,,
4.779,446.9635,23.883,0,,,,,
4.784,453.5585,23.907,0,,,,,
4.788,460.1852,23.93,0,,,,,
4.793,466.8042,23.953,0,,,,,
4.798,473.4693,23.977,0,,,,,
4.802,480.2554,24,0,,,,,
4.807,487.1042,24.023,0,,,,,
4.812,493.9567,24.047,0,,,,,
4.817,500.9071,24.07,0,,,,,
4.821,507.9135,24.094,0,,,,,
4.826,514.8836,24.117,0,,,,,
4.831,521.9647,24.14,0,,,,,
4.835,529.0761,24.164,0,,,,,
4.84,536.1713,24.187,0,,,,,
4.845,543.3181,24.211,0,,,,,
4.849,550.5173,24.234,0,,,,,
4.854,557.7606,24.257,0,,,,,
4.859,565.1561,24.281,0,,,,,
4.863,572.4921,24.304,0,,,,,
4.868,579.8672,24.327,0,,,,,
4.873,587.313,24.351,0,,,,,
4.877,594.8291,24.374,0,,,,,
4.882,602.347,24.398,0,,,,,
4.887,609.9435,24.421,0,,,,,
4.891,617.6099,24.444,0,,,,,
4.896,625.2624,24.468,0,,,,,
4.901,632.9157,24.491,0,,,,,
4.905,640.6475,24.514,0,,,,,
4.91,648.3487,24.538,0,,,,,
4.915,656.0043,24.561,0,,,,,
4.919,663.7067,24.585,0,,,,,
4.924,671.3906,24.608,0,,,,,
4.929,679.1379,24.631,0,,,,,
4.933,686.8662,24.655,0,,,,,
4.938,694.6659,24.678,0,,,,,
4.943,702.5079,24.702,0,,,,,
4.947,710.3656,24.725,0,,,,,
4.952,718.2629,24.748,0,,,,,
4.957,726.1177,24.772,0,,,,,
4.961,733.946,24.795,0,,,,,
4.966,741.9111,24.818,0,,,,,
4.971,749.7743,24.842,0,,,,,
4.976,757.7042,24.865,0,,,,,
4.98,765.6685,24.889,0,,,,,
4.985,773.5667,24.912,0,,,,,
4.99,781.5141,24.935,0,,,,,
4.994,789.3796,24.959,0,,,,,
4.999,797.3794,24.982,0,,,,,
5.004,805.3325,25.006,0,,,,,
5.008,813.278,25.029,0,,,,,
5.013,821.2579,25.052,0,,,,,
5.018,829.2757,25.076,0,,,,,
5.022,837.3584,25.099,0,,,,,
5.027,845.4344,25.122,0,,,,,
5.032,853.4875,25.146,0,,,,,
5.036,861.5734,25.169,0,,,,,
5.041,869.6591,25.193,0,,,,,
5.046,877.6959,25.216,0,,,,,
5.05,885.8446,25.239,0,,,,,
5.055,893.844,25.263,0,,,,,
5.06,901.9,25.286,0,,,,,
5.064,909.9827,25.309,0,,,,,
5.069,918.0765,25.333,0,,,,,
5.074,926.2005,25.356,0,,,,,
5.078,934.2657,25.38,0,,,,,
5.083,942.3665,25.403,0,,,,,
5.088,950.5201,25.426,0,,,,,
5.092,958.6901,25.45,0,,,,,
5.097,966.7791,25.473,0,,,,,
5.102,974.7908,25.497,0,,,,,
5.106,982.9064,25.52,0,,,,,
5.111,991.0017,25.543,0,,,,,
5.116,999.0766,25.567,0,,,,,
5.12,1007.116,25.59,0,,,,,
5.125,1015.228,25.613,0,,,,,
5.13,1023.201,25.637,0,,,,,
5.135,1031.191,25.66,0,,,,,
5.139,1039.213,25.684,0,,,,,
5.144,1047.234,25.707,0,,,,,
5.149,1055.234,25.73,0,,,,,
5.153,1063.198,25.754,0,,,,,
5.158,1071.211,25.777,0,,,,,
5.163,1079.162,25.801,0,,,,,
5.167,1087.155,25.824,0,,,,,
5.172,1095.126,25.847,0,,,,,
5.177,1103.106,25.871,0,,,,,
5.181,1111.074,25.894,0,,,,,
5.186,1118.964,25.917,0,,,,,
5.191,1126.832,25.941,0,,,,,
5.195,1134.577,25.964,0,,,,,
5.2,1142.411,25.988,0,,,,,
5.205,1150.209,26.011,0,,,,,
5.209,1158.159,26.034,0,,,,,
5.214,1165.955,26.058,0,,,,,
5.219,1173.899,26.081,0,,,,,
5.223,1181.589,26.104,0,,,,,
5.228,1189.217,26.128,0,,,,,
5.233,1197.07,26.151,0,,,,,
5.237,1204.852,26.175,0,,,,,
5.242,1212.512,26.198,0,,,,,
5.247,1220.165,26.221,0,,,,,
5.251,1227.871,26.245,0,,,,,
5.256,1235.512,26.268,0,,,,,
5.261,1243.156,26.292,0,,,,,
5.265,1250.661,26.315,0,,,,,
5.27,1258.023,26.338,0,,,,,
5.275,1265.468,26.362,0,,,,,
5.279,1272.887,26.385,0,,,,,
5.284,1280.289,26.408,0,,,,,
5.289,1287.44,26.432,0,,,,,
5.293,1294.708,26.455,0,,,,,
5.298,1302.061,26.479,0,,,,,
5.303,1309.302,26.502,0,,,,,
5.308,1316.482,26.525,0,,,,,
5.312,1323.511,26.549,0,,,,,
5.317,1330.446,26.572,0,,,,,
5.322,1337.452,26.596,0,,,,,
5.326,1344.503,26.619,0,,,,,
5.331,1351.637,26.642,0,,,,,
5.336,1358.588,26.666,0,,,,,
5.34,1365.482,26.689,0,,,,,
5.345,1372.488,26.712,0,,,,,
5.35,1379.449,26.736,0,,,,,
5.354,1386.18,26.759,0,,,,,
5.359,1392.905,26.783,0,,,,,
5.364,1399.791,26.806,0,,,,,
5.368,1406.594,26.829,0,,,,,
5.373,1413.335,26.853,0,,,,,
5.378,1420.028,26.876,0,,,,,
5.382,1426.465,26.899,0,,,,,
5.387,1433.045,26.923,0,,,,,
5.392,1439.689,26.946,0,,,,,
5.396,1446.211,26.97,0,,,,,
5.401,1452.756,26.993,0,,,,,
5.406,1459.278,27.016,0,,,,,
5.41,1465.821,27.04,0,,,,,
5.415,1472.082,27.063,0,,,,,
5.42,1478.634,27.087,0,,,,,
5.424,1485.02,27.11,0,,,,,
5.429,1491.417,27.133,0,,,,,
5.434,1497.445,27.157,0,,,,,
5.438,1503.548,27.18,0,,,,,
5.443,1509.632,27.203,0,,,,,
5.448,1515.75,27.227,0,,,,,
5.452,1522.138,27.25,0,,,,,
5.457,1528.337,27.274,0,,,,,
5.462,1534.153,27.297,0,,,,,
5.467,1540.241,27.32,0,,,,,
5.471,1545.99,27.344,0,,,,,
5.476,1551.976,27.367,0,,,,,
5.481,1558.11,27.391,0,,,,,
5.485,1564.116,27.414,0,,,,,
5.49,1569.977,27.437,0,,,,,
5.495,1575.941,27.461,0,,,,,
5.499,1581.616,27.484,0,,,,,
5.504,1587.347,27.507,0,,,,,
5.509,1592.899,27.531,0,,,,,
5.513,1598.752,27.554,0,,,,,
5.518,1604.263,27.578,0,,,,,
5.523,1609.576,27.601,0,,,,,
5.527,1615.265,27.624,0,,,,,
5.532,1620.862,27.648,0,,,,,
5.537,1626.425,27.671,0,,,,,
5.541,1631.986,27.694,0,,,,,
5.546,1637.271,27.718,0,,,,,
5.551,1642.093,27.741,0,,,,,
5.555,1647.071,27.765,0,,,,,
5.56,1652.449,27.788,0,,,,,
5.565,1657.731,27.811,0,,,,,
5.569,1663.12,27.835,0,,,,,
5.574,1668.21,27.858,0,,,,,
5.579,1673.106,27.882,0,,,,,
5.583,1678.097,27.905,0,,,,,
5.588,1683.192,27.928,0,,,,,
5.593,1688.217,27.952,0,,,,,
5.597,1693.406,27.975,0,,,,,
5.602,1698.714,27.998,0,,,,,
5.607,1703.772,28.022,0,,,,,
5.611,1708.854,28.045,0,,,,,
5.616,1713.802,28.069,0,,,,,
5.621,1718.813,28.092,0,,,,,
5.626,1723.523,28.115,0,,,,,
5.63,1728.07,28.139,0,,,,,
5.635,1732.753,28.162,0,,,,,
5.64,1737.616,28.186,0,,,,,
5.644,1742.368,28.209,0,,,,,
5.649,1747.089,28.232,0,,,,,
5.654,1751.653,28.256,0,,,,,
5.658,1756.123,28.279,0,,,,,
5.663,1760.358,28.302,0,,,,,
5.668,1764.945,28.326,0,,,,,
5.672,1769.52,28.349,0,,,,,
5.677,1774.278,28.373,0,,,,,
5.682,1778.896,28.396,0,,,,,
5.686,1783.122,28.419,0,,,,,
5.691,1787.494,28.443,0,,,,,
5.696,1792.113,28.466,0,,,,,
5.7,1796.299,28.49,0,,,,,
5.705,1800.481,28.513,0,,,,,
5.71,1804.604,28.536,0,,,,,
5.714,1809.152,28.56,0,,,,,
5.719,1813.141,28.583,0,,,,,
5.724,1817.414,28.606,0,,,,,
5.728,1821.649,28.63,0,,,,,
5.733,1825.909,28.653,0,,,,,
5.738,1829.918,28.677,0,,,,,
5.742,1834.331,28.7,0,,,,,
5.747,1838.304,28.723,0,,,,,
5.752,1842.81,28.747,0,,,,,
5.756,1846.955,28.77,0,,,,,
5.761,1851.297,28.793,0,,,,,
5.766,1855.024,28.817,0,,,,,
5.77,1859.165,28.84,0,,,,,
5.775,1862.98,28.864,0,,,,,
5.78,1866.945,28.887,0,,,,,
5.785,1870.944,28.91,0,,,,,
5.789,1874.794,28.934,0,,,,,
5.794,1878.336,28.957,0,,,,,
5.799,1881.994,28.981,0,,,,,
5.803,1885.923,29.004,0,,,,,
5.808,1889.906,29.027,0,,,,,
5.813,1893.958,29.051,0,,,,,
5.817,1897.842,29.074,0,,,,,
5.822,1901.719,29.097,0,,,,,
5.827,1906.039,29.121,0,,,,,
5.831,1909.884,29.144,0,,,,,
5.836,1914.088,29.168,0,,,,,
5.841,1917.995,29.191,0,,,,,
5.845,1921.972,29.214,0,,,,,
5.85,1925.472,29.238,0,,,,,
5.855,1929.114,29.261,0,,,,,
5.859,1932.558,29.285,0,,,,,
5.864,1936.292,29.308,0,,,,,
5.869,1939.938,29.331,0,,,,,
5.873,1944.128,29.355,0,,,,,
5.878,1948.077,29.378,0,,,,,
5.883,1951.162,29.401,0,,,,,
5.887,1955.49,29.425,0,,,,,
5.892,1959.421,29.448,0,,,,,
5.897,1963.002,29.472,0,,,,,
5.901,1966.404,29.495,0,,,,,
5.906,1970.042,29.518,0,,,,,
5.911,1973.245,29.542,0,,,,,
5.915,1976.559,29.565,0,,,,,
5.92,1979.887,29.588,0,,,,,
5.925,1983.081,29.612,0,,,,,
5.929,1986.503,29.635,0,,,,,
5.934,1989.857,29.659,0,,,,,
5.939,1992.905,29.682,0,,,,,
5.944,1995.99,29.705,0,,,,,
5.948,1999.151,29.729,0,,,,,
5.953,2002.564,29.752,0,,,,,
5.958,2005.998,29.776,0,,,,,
5.962,2009.063,29.799,0,,,,,
5.967,2011.765,29.822,0,,,,,
5.972,2014.508,29.846,0,,,,,
5.976,2016.957,29.869,0,,,,,
5.981,2020.415,29.892,0,,,,,
5.986,2023.856,29.916,0,,,,,
5.99,2026.255,29.939,0,,,,,
5.995,2029.887,29.963,0,,,,,
6,2033.562,29.986,0,,,,,
6.004,2036.641,30.009,0,,,,,
6.009,2039.683,30.033,0,,,,,
6.014,2042.583,30.056,0,,,,,
6.018,2045.902,30.08,0,,,,,
6.023,2048.907,30.103,0,,,,,
6.028,2051.668,30.126,0,,,,,
6.032,2054.371,30.15,0,,,,,
6.037,2057.405,30.173,0,,,,,
6.042,2060.774,30.196,0,,,,,
6.046,2064.016,30.22,0,,,,,
6.051,2067.22,30.243,0,,,,,
6.056,2070.55,30.267,0,,,,,
6.06,2073.986,30.29,0,,,,,
6.065,2077.551,30.313,0,,,,,
6.07,2081.699,30.337,0,,,,,
6.074,2084.289,30.36,0,,,,,
6.079,2087.091,30.383,0,,,,,
6.084,2089.383,30.407,0,,,,,
6.088,2092.049,30.43,0,,,,,
6.093,2095.219,30.454,0,,,,,
6.098,2097.894,30.477,0,,,,,
6.103,2101.244,30.5,0,,,,,
6.107,2104.578,30.524,0,,,,,
6.112,2107.023,30.547,0,,,,,
6.117,2109.222,30.571,0,,,,,
6.121,2111.646,30.594,0,,,,,
6.126,2113.924,30.617,0,,,,,
6.131,2116.331,30.641,0,,,,,
6.135,2119.6,30.664,0,,,,,
6.14,2122.746,30.687,0,,,,,
6.145,2125.463,30.711,0,,,,,
6.149,2128.83,30.734,0,,,,,
6.154,2131.079,30.758,0,,,,,
6.159,2134.187,30.781,0,,,,,
6.163,2138.06,30.804,0,,,,,
6.168,2140.572,30.828,0,,,,,
6.173,2143.338,30.851,0,,,,,
6.177,2146.498,30.875,0,,,,,
6.182,2149.34,30.898,0,,,,,
6.187,2152.313,30.921,0,,,,,
6.191,2154.591,30.945,0,,,,,
6.196,2157.259,30.968,0,,,,,
6.201,2160.07,30.991,0,,,,,
6.205,2162.708,31.015,0,,,,,
6.21,2165.771,31.038,0,,,,,
6.215,2168.803,31.062,0,,,,,
6.219,2171.956,31.085,0,,,,,
6.224,2174.903,31.108,0,,,,,
6.229,2178.323,31.132,0,,,,,
6.233,2181.648,31.155,0,,,,,
6.238,2184.008,31.178,0,,,,,
6.243,2186.303,31.202,0,,,,,
6.247,2188.679,31.225,0,,,,,
6.252,2191.225,31.249,0,,,,,
6.257,2193.462,31.272,0,,,,,
6.262,2195.009,31.295,0,,,,,
6.266,2196.849,31.319,0,,,,,
6.271,2198.973,31.342,0,,,,,
6.276,2201.633,31.366,0,,,,,
6.28,2204.025,31.389,0,,,,,
6.285,2207.131,31.412,0,,,,,
6.29,2210.996,31.436,0,,,,,
6.294,2214.16,31.459,0,,,,,
6.299,2216.751,31.482,0,,,,,
6.304,2219.371,31.506,0,,,,,
6.308,2221.227,31.529,0,,,,,
6.313,2224.576,31.553,0,,,,,
6.318,2227.253,31.576,0,,,,,
6.322,2230.433,31.599,0,,,,,
6.327,2233.627,31.623,0,,,,,
6.332,2235.445,31.646,0,,,,,
6.336,2237.365,31.67,0,,,,,
6.341,2239.429,31.693,0,,,,,
6.346,2241.601,31.716,0,,,,,
6.35,2243.203,31.74,0,,,,,
