Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,Conc B,,Fraction,,Injection,,
ml,mAU,ml,%,ml,Fraction,ml,Injection,
102.656,380.3996,,,,,,,
102.66,380.156,,,,,,,
102.665,379.9063,,,,,,,
102.67,379.6718,,,,,,,
102.674,379.4251,,,,,,,
102.679,379.2105,,,,,,,
102.684,378.9988,,,,,,,
102.688,378.7571,,,,,,,
102.693,378.5184,,,,,,,
102.698,378.2755,,,,,,,
102.702,378.0682,,,,,,,
102.707,377.8468,,,,,,,
102.712,377.6221,,,,,,,
102.716,377.3893,,,,,,,
102.721,377.1587,,,,,,,
102.726,376.935,,,,,,,
102.73,376.7313,,,,,,,
102.735,376.5063,,,,,,,
102.74,376.2924,,,,,,,
102.744,376.0843,,,,,,,
102.749,375.8632,,,,,,,
102.754,375.6491,,,,,,,
102.758,375.4244,,,,,,,
102.763,375.2064,,,,,,,
102.768,374.9859,,,,,,,
102.772,374.7785,,,,,,,
102.777,374.5586,,,,,,,
102.782,374.3143,,,,,,,
102.786,374.0986,,,,,,,
102.791,373.8942,,,,,,,
102.796,373.6696,,,,,,,
102.8,373.4422,,,,,,,
102.805,373.2188,,,,,,,
102.81,372.9969,,,,,,,
102.815,372.776,,,,,,,
102.819,372.5648,,,,,,,
102.824,372.3563,,,,,,,
102.829,372.1198,,,,,,,
102.833,371.9023,,,,,,,
102.838,371.6828,,,,,,,
102.843,371.4399,,,,,,,
102.847,371.2126,,,,,,,
102.852,370.9813,,,,,,,
102.857,370.7628,,,,,,,
102.861,370.5515,,,,,,,
102.866,370.3253,,,,,,,
102.871,370.1143,,,,,,,
102.875,369.9084,,,,,,,
102.88,369.6922,,,,,,,
102.885,369.4639,,,,,,,
102.889,369.2298,,,,,,,
102.894,369.02,,,,,,,
102.899,368.8227,,,,,,,
102.903,368.6161,,,,,,,
102.908,368.3925,,,,,,,
102.913,368.1767,,,,,,,
102.917,367.9512,,,,,,,
102.922,367.718,,,,,,,
102.927,367.4977,,,,,,,
102.931,367.2683,,,,,,,
102.936,367.0424,,,,,,,
102.941,366.8403,,,,,,,
102.945,366.6477,,,,,,,
102.95,366.419,,,,,,,
102.955,366.1899,,,,,,,
102.959,365.9763,,,,,,,
102.964,365.7635,,,,,,,
102.969,365.54,,,,,,,
102.974,365.2964,,,,,,,
102.978,365.0691,,,,,,,
102.983,364.8726,,,,,,,
102.988,364.6468,,,,,,,
102.992,364.4302,,,,,,,
102.997,364.196,,,,,,,
103.002,363.9634,,,,,,,
103.006,363.7494,,,,,,,
103.011,363.547,,,,,,,
103.016,363.339,,,,,,,
103.02,363.144,,,,,,,
103.025,362.932,,,,,,,
103.03,362.7271,,,,,,,
103.034,362.5245,,,,,,,
103.039,362.3139,,,,,,,
103.044,362.0974,,,,,,,
103.048,361.8766,,,,,,,
103.053,361.6852,,,,,,,
103.058,361.4677,,,,,,,
103.062,361.2472,,,,,,,
103.067,361.0237,,,,,,,
103.072,360.8207,,,,,,,
103.076,360.624,,,,,,,
103.081,360.3995,,,,,,,
103.086,360.2074,,,,,,,
103.09,360.0004,,,,,,,
103.095,359.807,,,,,,,
103.1,359.605,,,,,,,
103.104,359.3884,,,,,,,
103.109,359.1622,,,,,,,
103.114,358.9423,,,,,,,
103.118,358.7224,,,,,,,
103.123,358.5041,,,,,,,
103.128,358.2989,,,,,,,
103.133,358.0959,,,,,,,
103.137,357.8853,,,,,,,
103.142,357.6647,,,,,,,
103.147,357.4471,,,,,,,
103.151,357.2408,,,,,,,
103.156,357.0348,,,,,,,
103.161,356.8335,,,,,,,
103.165,356.6417,,,,,,,
103.17,356.4423,,,,,,,
103.175,356.2174,,,,,,,
103.179,356.0049,,,,,,,
103.184,355.8029,,,,,,,
103.189,355.5901,,,,,,,
103.193,355.3891,,,,,,,
103.198,355.1691,,,,,,,
103.203,354.9674,,,,,,,
103.207,354.7637,,,,,,,
103.212,354.5515,,,,,,,
103.217,354.3528,,,,,,,
103.221,354.1402,,,,,,,
103.226,353.9344,,,,,,,
103.231,353.7267,,,,,,,
103.235,353.5233,,,,,,,
103.24,353.3129,,,,,,,
103.245,353.1199,,,,,,,
103.249,352.9242,,,,,,,
103.254,352.7257,,,,,,,
103.259,352.5266,,,,,,,
103.263,352.3059,,,,,,,
103.268,352.0989,,,,,,,
103.273,351.8886,,,,,,,
103.277,351.6971,,,,,,,
103.282,351.4832,,,,,,,
103.287,351.2873,,,,,,,
103.292,351.0784,,,,,,,
103.296,350.8615,,,,,,,
103.301,350.6685,,,,,,,
103.306,350.4874,,,,,,,
103.31,350.2798,,,,,,,
103.315,350.0819,,,,,,,
103.32,349.8916,,,,,,,
103.324,349.7062,,,,,,,
103.329,349.5051,,,,,,,
103.334,349.3116,,,,,,,
103.338,349.1095,,,,,,,
103.343,348.9158,,,,,,,
103.348,348.7205,,,,,,,
103.352,348.519,,,,,,,
103.357,348.3076,,,,,,,
103.362,348.121,,,,,,,
103.366,347.9193,,,,,,,
103.371,347.7297,,,,,,,
103.376,347.5313,,,,,,,
103.38,347.3304,,,,,,,
103.385,347.1156,,,,,,,
103.39,346.8961,,,,,,,
103.394,346.7056,,,,,,,
103.399,346.4934,,,,,,,
103.404,346.2696,,,,,,,
103.408,346.0573,,,,,,,
103.413,345.8521,,,,,,,
103.418,345.6496,,,,,,,
103.422,345.4101,,,,,,,
103.427,345.2015,,,,,,,
103.432,345.0005,,,,,,,
103.436,344.8016,,,,,,,
103.441,344.6024,,,,,,,
103.446,344.4117,,,,,,,
103.451,344.203,,,,,,,
103.455,344.0016,,,,,,,
103.46,343.7919,,,,,,,
103.465,343.5938,,,,,,,
103.469,343.3799,,,,,,,
103.474,343.165,,,,,,,
103.479,342.9545,,,,,,,
103.483,342.7544,,,,,,,
103.488,342.5597,,,,,,,
103.493,342.3598,,,,,,,
103.497,342.1574,,,,,,,
103.502,341.9496,,,,,,,
103.507,341.7443,,,,,,,
103.511,341.5488,,,,,,,
103.516,341.353,,,,,,,
103.521,341.1387,,,,,,,
103.525,340.9397,,,,,,,
103.53,340.7299,,,,,,,
103.535,340.5073,,,,,,,
103.539,340.2923,,,,,,,
103.544,340.0669,,,,,,,
103.549,339.8465,,,,,,,
103.553,339.6281,,,,,,,
103.558,339.4198,,,,,,,
103.563,339.2161,,,,,,,
103.567,338.9994,,,,,,,
103.572,338.794,,,,,,,
103.577,338.6024,,,,,,,
103.581,338.3983,,,,,,,
103.586,338.1756,,,,,,,
103.591,337.955,,,,,,,
103.595,337.7346,,,,,,,
103.6,337.5305,,,,,,,
103.605,337.3489,,,,,,,
103.61,337.1349,,,,,,,
103.614,336.9201,,,,,,,
103.619,336.7105,,,,,,,
103.624,336.5098,,,,,,,
103.628,336.2999,,,,,,,
103.633,336.0865,,,,,,,
103.638,335.886,,,,,,,
103.642,335.7022,,,,,,,
103.647,335.5025,,,,,,,
103.652,335.3073,,,,,,,
103.656,335.1057,,,,,,,
103.661,334.9027,,,,,,,
103.666,334.684,,,,,,,
103.67,334.4977,,,,,,,
103.675,334.2959,,,,,,,
103.68,334.1038,,,,,,,
103.684,333.8982,,,,,,,
103.689,333.6838,,,,,,,
103.694,333.482,,,,,,,
103.698,333.2867,,,,,,,
103.703,333.0762,,,,,,,
103.708,332.872,,,,,,,
103.712,332.6742,,,,,,,
103.717,332.4681,,,,,,,
103.722,332.274,,,,,,,
103.726,332.0616,,,,,,,
103.731,331.8639,,,,,,,
103.736,331.6708,,,,,,,
103.74,331.4666,,,,,,,
103.745,331.2818,,,,,,,
103.75,331.0932,,,,,,,
103.754,330.8889,,,,,,,
103.759,330.6819,,,,,,,
103.764,330.4742,,,,,,,
103.769,330.2737,,,,,,,
103.773,330.0874,,,,,,,
103.778,329.8624,,,,,,,
103.783,329.6558,,,,,,,
103.787,329.472,,,,,,,
103.792,329.29,,,,,,,
103.797,329.0996,,,,,,,
103.801,328.8943,,,,,,,
103.806,328.6992,,,,,,,
103.811,328.4968,,,,,,,
103.815,328.3042,,,,,,,
103.82,328.1072,,,,,,,
103.825,327.9195,,,,,,,
103.829,327.7272,,,,,,,
103.834,327.5307,,,,,,,
103.839,327.3224,,,,,,,
103.843,327.101,,,,,,,
103.848,326.8859,,,,,,,
103.853,326.6873,,,,,,,
103.857,326.4887,,,,,,,
103.862,326.2889,,,,,,,
103.867,326.108,,,,,,,
103.871,325.9099,,,,,,,
103.876,325.7295,,,,,,,
103.881,325.5465,,,,,,,
103.885,325.3499,,,,,,,
103.89,325.1694,,,,,,,
103.895,324.9649,,,,,,,
103.899,324.7833,,,,,,,
103.904,324.6001,,,,,,,
103.909,324.4208,,,,,,,
103.913,324.2356,,,,,,,
103.918,324.0585,,,,,,,
103.923,323.8744,,,,,,,
103.928,323.6877,,,,,,,
103.932,323.4914,,,,,,,
103.937,323.3078,,,,,,,
103.942,323.1342,,,,,,,
103.946,322.9561,,,,,,,
103.951,322.7687,,,,,,,
103.956,322.5818,,,,,,,
103.96,322.4084,,,,,,,
103.965,322.2273,,,,,,,
103.97,322.0344,,,,,,,
103.974,321.8396,,,,,,,
103.979,321.6397,,,,,,,
103.984,321.4634,,,,,,,
103.988,321.2868,,,,,,,
103.993,321.1125,,,,,,,
103.998,320.9476,,,,,,,
104.002,320.7593,,,,,,,
104.007,320.5839,,,,,,,
104.012,320.4089,,,,,,,
104.016,320.2286,,,,,,,
104.021,320.0524,,,,,,,
104.026,319.8565,,,,,,,
104.03,319.6942,,,,,,,
104.035,319.5083,,,,,,,
104.04,319.3132,,,,,,,
104.044,319.1269,,,,,,,
104.049,318.951,,,,,,,
104.054,318.7766,,,,,,,
104.058,318.5956,,,,,,,
104.063,318.4203,,,,,,,
104.068,318.2508,,,,,,,
104.072,318.0698,,,,,,,
104.077,317.9006,,,,,,,
104.082,317.7315,,,,,,,
104.087,317.5594,,,,,,,
104.091,317.386,,,,,,,
104.096,317.2032,,,,,,,
104.101,317.0226,,,,,,,
104.105,316.8381,,,,,,,
104.11,316.6716,,,,,,,
104.115,316.5121,,,,,,,
104.119,316.3373,,,,,,,
104.124,316.1695,,,,,,,
104.129,315.9961,,,,,,,
104.133,315.8282,,,,,,,
104.138,315.6854,,,,,,,
104.143,315.5319,,,,,,,
104.147,315.3696,,,,,,,
104.152,315.2103,,,,,,,
104.157,315.0493,,,,,,,
104.161,314.8765,,,,,,,
104.166,314.7142,,,,,,,
104.171,314.5496,,,,,,,
104.175,314.3801,,,,,,,
104.18,314.219,,,,,,,
104.185,314.0416,,,,,,,
104.189,313.8687,,,,,,,
104.194,313.7,,,,,,,
104.199,313.5285,,,,,,,
104.203,313.3717,,,,,,,
104.208,313.2018,,,,,,,
104.213,313.0317,,,,,,,
104.217,312.858,,,,,,,
104.222,312.6888,,,,,,,
104.227,312.5056,,,,,,,
104.231,312.3376,,,,,,,
104.236,312.1574,,,,,,,
104.241,311.9711,,,,,,,
104.245,311.7876,,,,,,,
104.25,311.6057,,,,,,,
104.255,311.429,,,,,,,
104.26,311.257,,,,,,,
104.264,311.0759,,,,,,,
104.269,310.9015,,,,,,,
104.274,310.7433,,,,,,,
104.278,310.5691,,,,,,,
104.283,310.3927,,,,,,,
104.288,310.2422,,,,,,,
104.292,310.0766,,,,,,,
104.297,309.9148,,,,,,,
104.302,309.7523,,,,,,,
104.306,309.5534,,,,,,,
104.311,309.3634,,,,,,,
104.316,309.1743,,,,,,,
104.32,308.9998,,,,,,,
104.325,308.8386,,,,,,,
104.33,308.6818,,,,,,,
104.334,308.5144,,,,,,,
104.339,308.3633,,,,,,,
104.344,308.2102,,,,,,,
104.348,308.0465,,,,,,,
104.353,307.8695,,,,,,,
104.358,307.6953,,,,,,,
104.362,307.5362,,,,,,,
104.367,307.3802,,,,,,,
104.372,307.2206,,,,,,,
104.376,307.0558,,,,,,,
104.381,306.8997,,,,,,,
104.386,306.7049,,,,,,,
104.39,306.5324,,,,,,,
104.395,306.3585,,,,,,,
104.4,306.1824,,,,,,,
104.404,306.0212,,,,,,,
104.409,305.8767,,,,,,,
104.414,305.7428,,,,,,,
104.419,305.5873,,,,,,,
104.423,305.437,,,,,,,
104.428,305.2779,,,,,,,
104.433,305.1016,,,,,,,
104.437,304.9178,,,,,,,
104.442,304.7428,,,,,,,
104.447,304.5832,,,,,,,
104.451,304.4471,,,,,,,
104.456,304.2924,,,,,,,
104.461,304.1328,,,,,,,
104.465,303.9618,,,,,,,
104.47,303.7934,,,,,,,
104.475,303.6273,,,,,,,
104.479,303.4742,,,,,,,
104.484,303.3247,,,,,,,
104.489,303.1704,,,,,,,
104.493,303.0005,,,,,,,
104.498,302.8556,,,,,,,
104.503,302.6878,,,,,,,
104.507,302.5374,,,,,,,
104.512,302.3719,,,,,,,
104.517,302.2145,,,,,,,
104.521,302.0369,,,,,,,
104.526,301.8623,,,,,,,
104.531,301.7037,,,,,,,
104.535,301.5526,,,,,,,
104.54,301.3961,,,,,,,
104.545,301.2383,,,,,,,
104.549,301.0702,,,,,,,
104.554,300.9209,,,,,,,
104.559,300.7806,,,,,,,
104.563,300.6245,,,,,,,
104.568,300.4703,,,,,,,
104.573,300.3139,,,,,,,
104.578,300.1453,,,,,,,
104.582,299.984,,,,,,,
104.587,299.8131,,,,,,,
104.592,299.6567,,,,,,,
104.596,299.4927,,,,,,,
104.601,299.3335,,,,,,,
104.606,299.1476,,,,,,,
104.61,298.9818,,,,,,,
104.615,298.8029,,,,,,,
104.62,298.6298,,,,,,,
104.624,298.4684,,,,,,,
104.629,298.3065,,,,,,,
104.634,298.1315,,,,,,,
104.638,297.9711,,,,,,,
104.643,297.8103,,,,,,,
104.648,297.6277,,,,,,,
104.652,297.4391,,,,,,,
104.657,297.2558,,,,,,,
104.662,297.0913,,,,,,,
104.666,296.9217,,,,,,,
104.671,296.7353,,,,,,,
104.676,296.5639,,,,,,,
104.68,296.3808,,,,,,,
104.685,296.2023,,,,,,,
104.69,296.0407,,,,,,,
104.694,295.8636,,,,,,,
104.699,295.6955,,,,,,,
104.704,295.5406,,,,,,,
104.708,295.3708,,,,,,,
104.713,295.1893,,,,,,,
104.718,295.0212,,,,,,,
104.722,294.8581,,,,,,,
104.727,294.6818,,,,,,,
104.732,294.5073,,,,,,,
104.737,294.3349,,,,,,,
104.741,294.1528,,,,,,,
104.746,293.9869,,,,,,,
104.751,293.8321,,,,,,,
104.755,293.675,,,,,,,
104.76,293.5057,,,,,,,
104.765,293.3388,,,,,,,
104.769,293.1865,,,,,,,
104.774,293.0286,,,,,,,
104.779,292.864,,,,,,,
104.783,292.7029,,,,,,,
104.788,292.5384,,,,,,,
104.793,292.3777,,,,,,,
104.797,292.2072,,,,,,,
104.802,292.0301,,,,,,,
104.807,291.8584,,,,,,,
104.811,291.6989,,,,,,,
104.816,291.5568,,,,,,,
104.821,291.3843,,,,,,,
104.825,291.2215,,,,,,,
104.83,291.0669,,,,,,,
104.835,290.9072,,,,,,,
104.839,290.7432,,,,,,,
104.844,290.5817,,,,,,,
104.849,290.4153,,,,,,,
104.853,290.2416,,,,,,,
104.858,290.0784,,,,,,,
104.863,289.8992,,,,,,,
104.867,289.7069,,,,,,,
104.872,289.5246,,,,,,,
104.877,289.3443,,,,,,,
104.881,289.1758,,,,,,,
104.886,289.0181,,,,,,,
104.891,288.8409,,,,,,,
104.896,288.6732,,,,,,,
104.9,288.5098,,,,,,,
104.905,288.3441,,,,,,,
104.91,288.1921,,,,,,,
104.914,288.0192,,,,,,,
104.919,287.8479,,,,,,,
104.924,287.6803,,,,,,,
104.928,287.5089,,,,,,,
104.933,287.3511,,,,,,,
104.938,287.1991,,,,,,,
104.942,287.0207,,,,,,,
104.947,286.8517,,,,,,,
104.952,286.6948,,,,,,,
104.956,286.5269,,,,,,,
104.961,286.3416,,,,,,,
104.966,286.181,,,,,,,
104.97,286.0071,,,,,,,
104.975,285.8533,,,,,,,
104.98,285.7029,,,,,,,
104.984,285.5442,,,,,,,
104.989,285.3818,,,,,,,
104.994,285.2095,,,,,,,
104.998,285.0405,,,,,,,
105.003,284.8695,,,,,,,
105.008,284.709,,,,,,,
105.012,284.5473,,,,,,,
105.017,284.3888,,,,,,,
105.022,284.2353,,,,,,,
105.026,284.0846,,,,,,,
105.031,283.9061,,,,,,,
105.036,283.7411,,,,,,,
105.04,283.603,,,,,,,
105.045,283.4589,,,,,,,
105.05,283.2975,,,,,,,
105.055,283.1381,,,,,,,
105.059,282.9901,,,,,,,
105.064,282.8528,,,,,,,
105.069,282.721,,,,,,,
105.073,282.5727,,,,,,,
105.078,282.4174,,,,,,,
105.083,282.2537,,,,,,,
105.087,282.1028,,,,,,,
105.092,281.9569,,,,,,,
105.097,281.8222,,,,,,,
105.101,281.6872,,,,,,,
105.106,281.5182,,,,,,,
105.111,281.3571,,,,,,,
105.115,281.2002,,,,,,,
105.12,281.0478,,,,,,,
105.125,280.8881,,,,,,,
105.129,280.7543,,,,,,,
105.134,280.6218,,,,,,,
105.139,280.4626,,,,,,,
105.143,280.291,,,,,,,
105.148,280.1431,,,,,,,
105.153,279.9958,,,,,,,
105.157,279.8427,,,,,,,
105.162,279.6948,,,,,,,
105.167,279.5432,,,,,,,
105.171,279.3901,,,,,,,
105.176,279.2419,,,,,,,
105.181,279.0923,,,,,,,
105.185,278.9264,,,,,,,
105.19,278.7715,,,,,,,
105.195,278.6214,,,,,,,
105.199,278.4708,,,,,,,
105.204,278.3337,,,,,,,
105.209,278.1946,,,,,,,
105.214,278.0401,,,,,,,
105.218,277.9093,,,,,,,
105.223,277.7785,,,,,,,
105.228,277.6304,,,,,,,
105.232,277.4758,,,,,,,
105.237,277.3249,,,,,,,
105.242,277.1804,,,,,,,
105.246,277.0443,,,,,,,
105.251,276.8946,,,,,,,
105.256,276.7525,,,,,,,
105.26,276.6023,,,,,,,
105.265,276.439,,,,,,,
105.27,276.2813,,,,,,,
105.274,276.145,,,,,,,
105.279,276.0056,,,,,,,
105.284,275.875,,,,,,,
105.288,275.7426,,,,,,,
105.293,275.6045,,,,,,,
105.298,275.4672,,,,,,,
105.302,275.3217,,,,,,,
105.307,275.188,,,,,,,
105.312,275.0577,,,,,,,
105.316,274.9164,,,,,,,
105.321,274.7702,,,,,,,
105.326,274.6485,,,,,,,
105.33,274.5058,,,,,,,
105.335,274.3651,,,,,,,
105.34,274.2275,,,,,,,
105.344,274.0919,,,,,,,
105.349,273.9546,,,,,,,
105.354,273.816,,,,,,,
105.358,273.6965,,,,,,,
105.363,273.5896,,,,,,,
105.368,273.4726,,,,,,,
105.373,273.3496,,,,,,,
105.377,273.2083,,,,,,,
105.382,273.0606,,,,,,,
105.387,272.9229,,,,,,,
105.391,272.7768,,,,,,,
105.396,272.6349,,,,,,,
105.401,272.4909,,,,,,,
105.405,272.3426,,,,,,,
105.41,272.1887,,,,,,,
105.415,272.0438,,,,,,,
105.419,271.9134,,,,,,,
105.424,271.7656,,,,,,,
105.429,271.6198,,,,,,,
105.433,271.4826,,,,,,,
105.438,271.3465,,,,,,,
105.443,271.2035,,,,,,,
105.447,271.0491,,,,,,,
105.452,270.9066,,,,,,,
105.457,270.7605,,,,,,,
105.461,270.6201,,,,,,,
105.466,270.4742,,,,,,,
105.471,270.3215,,,,,,,
105.475,270.1682,,,,,,,
105.48,270.0338,,,,,,,
105.485,269.8953,,,,,,,
105.489,269.7706,,,,,,,
105.494,269.6321,,,,,,,
105.499,269.4955,,,,,,,
105.503,269.3641,,,,,,,
105.508,269.2367,,,,,,,
105.513,269.1139,,,,,,,
105.517,268.968,,,,,,,
105.522,268.8095,,,,,,,
105.527,268.6795,,,,,,,
105.532,268.545,,,,,,,
105.536,268.4114,,,,,,,
105.541,268.2809,,,,,,,
105.546,268.1497,,,,,,,
105.55,268.0176,,,,,,,
105.555,267.8788,,,,,,,
105.56,267.7308,,,,,,,
105.564,267.5833,,,,,,,
105.569,267.4462,,,,,,,
105.574,267.3293,,,,,,,
105.578,267.1992,,,,,,,
105.583,267.057,,,,,,,
105.588,266.9214,,,,,,,
105.592,266.7698,,,,,,,
105.597,266.6194,,,,,,,
105.602,266.4855,,,,,,,
105.606,266.3505,,,,,,,
105.611,266.1974,,,,,,,
105.616,266.0403,,,,,,,
105.62,265.9027,,,,,,,
105.625,265.754,,,,,,,
105.63,265.6223,,,,,,,
105.634,265.4853,,,,,,,
105.639,265.3401,,,,,,,
105.644,265.2009,,,,,,,
105.648,265.061,,,,,,,
105.653,264.9316,,,,,,,
105.658,264.7904,,,,,,,
105.662,264.651,,,,,,,
105.667,264.5216,,,,,,,
105.672,264.3699,,,,,,,
105.676,264.2229,,,,,,,
105.681,264.0998,,,,,,,
105.686,263.9792,,,,,,,
105.69,263.8459,,,,,,,
105.695,263.7314,,,,,,,
105.7,263.6088,,,,,,,
105.705,263.4806,,,,,,,
105.709,263.3534,,,,,,,
105.714,263.2461,,,,,,,
105.719,263.1131,,,,,,,
105.723,262.9774,,,,,,,
105.728,262.846,,,,,,,
105.733,262.6975,,,,,,,
105.737,262.5648,,,,,,,
105.742,262.4376,,,,,,,
105.747,262.3123,,,,,,,
105.751,262.1644,,,,,,,
105.756,262.0204,,,,,,,
105.761,261.8851,,,,,,,
105.765,261.7358,,,,,,,
105.77,261.6009,,,,,,,
105.775,261.4687,,,,,,,
105.779,261.3185,,,,,,,
105.784,261.1638,,,,,,,
105.789,261.0142,,,,,,,
105.793,260.8629,,,,,,,
105.798,260.7202,,,,,,,
105.803,260.5753,,,,,,,
105.807,260.4249,,,,,,,
105.812,260.2751,,,,,,,
105.817,260.13,,,,,,,
105.821,260.0003,,,,,,,
105.826,259.8508,,,,,,,
105.831,259.7174,,,,,,,
105.835,259.5688,,,,,,,
105.84,259.4246,,,,,,,
105.845,259.279,,,,,,,
105.849,259.1469,,,,,,,
105.854,259.0052,,,,,,,
105.859,258.8669,,,,,,,
105.864,258.7322,,,,,,,
105.868,258.5995,,,,,,,
105.873,258.4714,,,,,,,
105.878,258.3418,,,,,,,
105.882,258.2053,,,,,,,
105.887,258.0736,,,,,,,
105.892,257.9374,,,,,,,
105.896,257.8003,,,,,,,
105.901,257.6696,,,,,,,
105.906,257.5452,,,,,,,
105.91,257.4154,,,,,,,
105.915,257.2881,,,,,,,
105.92,257.1523,,,,,,,
105.924,257.0162,,,,,,,
105.929,256.8834,,,,,,,
105.934,256.7711,,,,,,,
105.938,256.6325,,,,,,,
105.943,256.4899,,,,,,,
105.948,256.3588,,,,,,,
105.952,256.2296,,,,,,,
105.957,256.0923,,,,,,,
105.962,255.9647,,,,,,,
105.966,255.8286,,,,,,,
105.971,255.7036,,,,,,,
105.976,255.565,,,,,,,
105.98,255.4264,,,,,,,
105.985,255.2812,,,,,,,
105.99,255.1509,,,,,,,
105.994,255.0028,,,,,,,
105.999,254.8541,,,,,,,
106.004,254.7102,,,,,,,
106.008,254.5707,,,,,,,
106.013,254.4304,,,,,,,
106.018,254.2914,,,,,,,
106.023,254.1755,,,,,,,
106.027,254.0348,,,,,,,
106.032,253.8786,,,,,,,
106.037,253.7304,,,,,,,
106.041,253.6021,,,,,,,
106.046,253.46,,,,,,,
106.051,253.3226,,,,,,,
106.055,253.181,,,,,,,
106.06,253.0524,,,,,,,
106.065,252.9146,,,,,,,
106.069,252.7633,,,,,,,
106.074,252.621,,,,,,,
106.079,252.4819,,,,,,,
106.083,252.3483,,,,,,,
106.088,252.2005,,,,,,,
106.093,252.0625,,,,,,,
106.097,251.9322,,,,,,,
106.102,251.8031,,,,,,,
106.107,251.6467,,,,,,,
106.111,251.4978,,,,,,,
106.116,251.3603,,,,,,,
106.121,251.2074,,,,,,,
106.125,251.0646,,,,,,,
106.13,250.9315,,,,,,,
106.135,250.7948,,,,,,,
106.139,250.668,,,,,,,
106.144,250.5326,,,,,,,
106.149,250.384,,,,,,,
106.153,250.2553,,,,,,,
106.158,250.1361,,,,,,,
106.163,249.991,,,,,,,
106.167,249.8647,,,,,,,
106.172,249.7242,,,,,,,
106.177,249.5931,,,,,,,
106.182,249.4591,,,,,,,
106.186,249.3283,,,,,,,
106.191,249.2113,,,,,,,
106.196,249.084,,,,,,,
106.2,248.9469,,,,,,,
106.205,248.8264,,,,,,,
106.21,248.7112,,,,,,,
106.214,248.5779,,,,,,,
106.219,248.4586,,,,,,,
106.224,248.3322,,,,,,,
106.228,248.1905,,,,,,,
106.233,248.0687,,,,,,,
106.238,247.9381,,,,,,,
106.242,247.8107,,,,,,,
106.247,247.6918,,,,,,,
106.252,247.5606,,,,,,,
106.256,247.4192,,,,,,,
106.261,247.2912,,,,,,,
106.266,247.1618,,,,,,,
106.27,247.0376,,,,,,,
106.275,246.9224,,,,,,,
106.28,246.8018,,,,,,,
106.284,246.6791,,,,,,,
106.289,246.5598,,,,,,,
106.294,246.4156,,,,,,,
106.298,246.2894,,,,,,,
106.303,246.1578,,,,,,,
106.308,246.0318,,,,,,,
106.312,245.9032,,,,,,,
106.317,245.775,,,,,,,
106.322,245.6467,,,,,,,
106.326,245.5215,,,,,,,
106.331,245.4151,,,,,,,
106.336,245.2792,,,,,,,
106.341,245.1457,,,,,,,
106.345,245.0092,,,,,,,
106.35,244.9003,,,,,,,
106.355,244.7877,,,,,,,
106.359,244.6607,,,,,,,
106.364,244.533,,,,,,,
106.369,244.4053,,,,,,,
106.373,244.2814,,,,,,,
106.378,244.1598,,,,,,,
106.383,244.0333,,,,,,,
106.387,243.9113,,,,,,,
106.392,243.7803,,,,,,,
106.397,243.6628,,,,,,,
106.401,243.5501,,,,,,,
106.406,243.4221,,,,,,,
106.411,243.31,,,,,,,
106.415,243.1925,,,,,,,
106.42,243.0633,,,,,,,
106.425,242.9534,,,,,,,
106.429,242.8408,,,,,,,
106.434,242.7158,,,,,,,
106.439,242.6002,,,,,,,
106.443,242.4777,,,,,,,
106.448,242.3449,,,,,,,
106.453,242.2153,,,,,,,
106.457,242.0911,,,,,,,
106.462,241.973,,,,,,,
106.467,241.8487,,,,,,,
106.471,241.7179,,,,,,,
106.476,241.5873,,,,,,,
106.481,241.4745,,,,,,,
106.485,241.344,,,,,,,
106.49,241.2397,,,,,,,
106.495,241.1352,,,,,,,
106.5,241.0218,,,,,,,
106.504,240.9176,,,,,,,
106.509,240.7986,,,,,,,
106.514,240.6698,,,,,,,
106.518,240.5577,,,,,,,
106.523,240.4355,,,,,,,
106.528,240.3075,,,,,,,
106.532,240.1747,,,,,,,
106.537,240.0476,,,,,,,
106.542,239.9353,,,,,,,
106.546,239.8372,,,,,,,
106.551,239.7198,,,,,,,
106.556,239.5975,,,,,,,
106.56,239.4867,,,,,,,
106.565,239.3724,,,,,,,
106.57,239.267,,,,,,,
106.574,239.165,,,,,,,
106.579,239.0417,,,,,,,
106.584,238.909,,,,,,,
106.588,238.7855,,,,,,,
106.593,238.6614,,,,,,,
106.598,238.5309,,,,,,,
106.602,238.3859,,,,,,,
106.607,238.2568,,,,,,,
106.612,238.133,,,,,,,
106.616,238.0141,,,,,,,
106.621,237.9014,,,,,,,
106.626,237.7912,,,,,,,
106.63,237.6608,,,,,,,
106.635,237.5612,,,,,,,
106.64,237.4547,,,,,,,
106.644,237.3353,,,,,,,
106.649,237.2044,,,,,,,
106.654,237.0932,,,,,,,
106.659,236.9837,,,,,,,
106.663,236.8712,,,,,,,
106.668,236.7579,,,,,,,
106.673,236.6329,,,,,,,
106.677,236.4989,,,,,,,
106.682,236.3803,,,,,,,
106.687,236.2806,,,,,,,
106.691,236.1637,,,,,,,
106.696,236.0546,,,,,,,
106.701,235.9543,,,,,,,
106.705,235.8479,,,,,,,
106.71,235.7447,,,,,,,
106.715,235.642,,,,,,,
106.719,235.5238,,,,,,,
106.724,235.3954,,,,,,,
106.729,235.2789,,,,,,,
106.733,235.1704,,,,,,,
106.738,235.0571,,,,,,,
